time,ask qty,bid qty,bid price,ask price
93902,259,1953,490000.0,490500.0
93905,259,1953,490000.0,490500.0
93907,198,1874,490000.0,490500.0
93928,173,1915,490000.0,490500.0
93935,147,2139,490000.0,490500.0
93943,141,2134,490000.0,490500.0
93944,141,2134,490000.0,490500.0
93947,36,2138,490000.0,490500.0
93949,2005,13,490500.0,491000.0
93951,2005,13,490500.0,491000.0
94006,2001,430,490500.0,491000.0
94015,2000,444,490500.0,491000.0
94035,2147,575,490500.0,491000.0
94043,1996,481,490500.0,491000.0
94050,2013,150,490500.0,491000.0
94055,2014,350,490500.0,491000.0
94112,2003,455,490500.0,491000.0
94123,1996,540,490500.0,491000.0
94126,2160,540,490500.0,491000.0
94139,1905,287,490500.0,491000.0
94154,1828,273,490500.0,491000.0
94222,3911,3593,490333.3333333333,490833.3333333333
94224,243,2865,490000.0,490500.0
94227,157,2886,490000.0,490500.0
94231,1820,93,490500.0,491000.0
94241,1813,3,490500.0,491000.0
94250,1801,6,490500.0,491000.0
94258,17,2864,490000.0,490500.0
94304,10,2848,490000.0,490500.0
94318,1801,76,490500.0,491000.0
94352,2014,166,490500.0,491000.0
94414,2037,1307,490500.0,491000.0
94438,1871,1188,490500.0,491000.0
94458,1867,1266,490500.0,491000.0
94535,1881,1307,490500.0,491000.0
94553,1966,1346,490500.0,491000.0
94610,1959,1336,490500.0,491000.0
94616,1960,1314,490500.0,491000.0
94623,1952,1288,490500.0,491000.0
94628,1959,1366,490500.0,491000.0
94630,1959,1265,490500.0,491000.0
94647,1991,1270,490500.0,491000.0
94705,1990,1271,490500.0,491000.0
94713,1978,1274,490500.0,491000.0
94723,2048,1058,490500.0,491000.0
94724,2048,1058,490500.0,491000.0
94730,2054,824,490500.0,491000.0
94759,1758,645,490500.0,491000.0
94804,1758,685,490500.0,491000.0
94827,1714,661,490500.0,491000.0
94829,1715,653,490500.0,491000.0
94844,1725,669,490500.0,491000.0
94849,1652,647,490500.0,491000.0
94903,1678,604,490500.0,491000.0
94920,1671,854,490500.0,491000.0
94934,1653,858,490500.0,491000.0
94944,1643,905,490500.0,491000.0
94956,3296,1778,490500.0,491000.0
95000,1648,280,490500.0,491000.0
95012,1614,239,490500.0,491000.0
95017,1614,213,490500.0,491000.0
95029,1589,209,490500.0,491000.0
95030,3178,418,490500.0,491000.0
95034,1574,99,490500.0,491000.0
95041,1554,494,490500.0,491000.0
95058,1549,467,490500.0,491000.0
95120,1556,461,490500.0,491000.0
95135,1759,460,490500.0,491000.0
95138,1606,307,490500.0,491000.0
95149,1775,280,490500.0,491000.0
95202,1586,163,490500.0,491000.0
95226,1581,146,490500.0,491000.0
95238,1575,134,490500.0,491000.0
95300,1576,174,490500.0,491000.0
95305,1576,164,490500.0,491000.0
95307,143,3335,490000.0,490500.0
95312,157,3297,490000.0,490500.0
95323,317,3309,490000.0,490500.0
95334,514,3131,490000.0,490500.0
95354,585,3138,490000.0,490500.0
95406,648,3132,490000.0,490500.0
95454,842,3265,490000.0,490500.0
95511,1101,3252,490000.0,490500.0
95525,1103,3458,490000.0,490500.0
95534,1207,3500,490000.0,490500.0
95557,1208,3475,490000.0,490500.0
95623,1226,3524,490000.0,490500.0
95630,1222,3502,490000.0,490500.0
95636,1000,3292,490000.0,490500.0
95638,998,3269,490000.0,490500.0
95648,763,3060,490000.0,490500.0
95716,769,3091,490000.0,490500.0
95720,752,3082,490000.0,490500.0
95724,737,3060,490000.0,490500.0
95731,688,3046,490000.0,490500.0
95753,1075,3043,490000.0,490500.0
95807,1071,3043,490000.0,490500.0
95809,1377,2736,490000.0,490500.0
95813,1673,2429,490000.0,490500.0
95814,1673,2390,490000.0,490500.0
95827,1699,2645,490000.0,490500.0
95855,2037,2635,490000.0,490500.0
95920,2135,2625,490000.0,490500.0
95936,4588,5220,490000.0,490500.0
95937,2294,2610,490000.0,490500.0
95951,2348,2604,490000.0,490500.0
95954,2029,2275,490000.0,490500.0
95956,1646,1883,490000.0,490500.0
95957,1642,1250,490000.0,490500.0
95959,1642,1250,490000.0,490500.0
100002,1605,1115,490000.0,490500.0
100007,1637,1097,490000.0,490500.0
100022,1410,1090,490000.0,490500.0
100034,1322,1062,490000.0,490500.0
100044,1324,1034,490000.0,490500.0
100053,1309,1019,490000.0,490500.0
100124,1504,1019,490000.0,490500.0
100134,1515,979,490000.0,490500.0
100136,1515,1395,490000.0,490500.0
100152,1523,1371,490000.0,490500.0
100209,1483,1402,490000.0,490500.0
100221,1683,1573,490000.0,490500.0
100240,1730,1538,490000.0,490500.0
100301,1703,1939,490000.0,490500.0
100315,1719,2435,490000.0,490500.0
100329,1713,2433,490000.0,490500.0
100338,1699,2400,490000.0,490500.0
100350,1709,2345,490000.0,490500.0
100351,1709,2345,490000.0,490500.0
100404,2195,2005,490000.0,490500.0
100405,2195,2005,490000.0,490500.0
100420,1834,1953,490000.0,490500.0
100425,1830,2053,490000.0,490500.0
100436,1834,2014,490000.0,490500.0
100502,2235,2220,490000.0,490500.0
100507,2225,2034,490000.0,490500.0
100517,1919,1727,490000.0,490500.0
100523,1902,1726,490000.0,490500.0
100534,1890,1536,490000.0,490500.0
100551,1890,1841,490000.0,490500.0
100552,1852,1805,490000.0,490500.0
100604,1858,1688,490000.0,490500.0
100621,1856,1665,490000.0,490500.0
100623,1856,1455,490000.0,490500.0
100625,1844,1145,490000.0,490500.0
100633,1856,1218,490000.0,490500.0
100653,1951,2279,490000.0,490500.0
100657,1952,2270,490000.0,490500.0
100709,1943,2239,490000.0,490500.0
100719,1935,2241,490000.0,490500.0
100731,1957,2132,490000.0,490500.0
100734,1953,2106,490000.0,490500.0
100754,1967,2101,490000.0,490500.0
100811,1971,2081,490000.0,490500.0
100815,2139,2057,490000.0,490500.0
100830,2444,2044,490000.0,490500.0
100836,2455,2116,490000.0,490500.0
100852,2441,2057,490000.0,490500.0
100901,2441,1960,490000.0,490500.0
100922,2248,1683,490000.0,490500.0
100937,2265,1659,490000.0,490500.0
100950,2266,1625,490000.0,490500.0
100957,2284,1615,490000.0,490500.0
101011,2306,1541,490000.0,490500.0
101022,2931,1564,490000.0,490500.0
101026,2931,1558,490000.0,490500.0
101032,3058,1248,490000.0,490500.0
101034,3066,866,490000.0,490500.0
101035,2752,552,490000.0,490500.0
101040,2446,238,490000.0,490500.0
101043,469,5187,489500.0,490000.0
101049,1126,5187,489500.0,490000.0
101101,2438,10836,489500.0,490000.0
101104,1219,4806,489500.0,490000.0
101105,1219,4806,489500.0,490000.0
101123,1560,4342,489500.0,490000.0
101147,1739,4343,489500.0,490000.0
101151,2463,4025,489500.0,490000.0
101155,2457,3712,489500.0,490000.0
101159,2456,3679,489500.0,490000.0
101201,2456,3679,489500.0,490000.0
101204,2628,1575,489500.0,490000.0
101205,5256,2504,489500.0,490000.0
101207,7884,3756,489500.0,490000.0
101208,2607,410,489500.0,490000.0
101209,2607,410,489500.0,490000.0
101211,830,1724,489000.0,489500.0
101221,2961,1640,489000.0,489500.0
101223,2885,1595,489000.0,489500.0
101224,2885,1595,489000.0,489500.0
101226,2576,281,489000.0,489500.0
101228,2437,118,489000.0,489500.0
101230,2437,118,489000.0,489500.0
101239,3138,3466,488500.0,489000.0
101241,1576,1483,488500.0,489000.0
101246,1580,1461,488500.0,489000.0
101248,1608,1280,488500.0,489000.0
101256,1756,989,488500.0,489000.0
101257,1756,989,488500.0,489000.0
101258,1756,989,488500.0,489000.0
101301,1638,487,488500.0,489000.0
101303,1638,487,488500.0,489000.0
101310,1097,442,488500.0,489000.0
101313,1098,382,488500.0,489000.0
101316,3297,1044,488500.0,489000.0
101318,467,1759,488000.0,488500.0
101333,1169,1829,488000.0,488500.0
101337,891,1832,488000.0,488500.0
101341,192,1832,488000.0,488500.0
101343,114,1865,488000.0,488500.0
101347,71,1865,488000.0,488500.0
101348,52,1865,488000.0,488500.0
101353,267,56,488500.0,489000.0
101402,252,91,488500.0,489000.0
101409,210,63,488500.0,489000.0
101427,191,91,488500.0,489000.0
101441,194,355,488500.0,489000.0
101446,194,353,488500.0,489000.0
101504,219,328,488500.0,489000.0
101506,525,339,488500.0,489000.0
101507,525,339,488500.0,489000.0
101529,464,406,488500.0,489000.0
101532,331,530,489000.0,489500.0
101534,351,545,489000.0,489500.0
101609,513,737,489000.0,489500.0
101611,473,737,489000.0,489500.0
101640,405,741,489000.0,489500.0
101705,1047,868,489000.0,489500.0
101712,1234,860,489000.0,489500.0
101721,1724,784,489000.0,489500.0
101723,1724,784,489000.0,489500.0
101724,1895,598,489000.0,489500.0
101725,1895,598,489000.0,489500.0
101726,1895,598,489000.0,489500.0
101740,757,815,488500.0,489000.0
101748,908,963,488500.0,489000.0
101822,1537,2212,488500.0,489000.0
101837,1212,2223,488500.0,489000.0
101846,1217,373,488500.0,489000.0
101900,1213,373,488500.0,489000.0
101904,1204,374,488500.0,489000.0
101930,1219,1114,488500.0,489000.0
101948,1226,1119,488500.0,489000.0
102008,1405,1110,488500.0,489000.0
102023,1405,1140,488500.0,489000.0
102034,1281,958,488500.0,489000.0
102040,1281,980,488500.0,489000.0
102056,1302,941,488500.0,489000.0
102107,1300,942,488500.0,489000.0
102117,1287,652,488500.0,489000.0
102137,1295,685,488500.0,489000.0
102155,1296,636,488500.0,489000.0
102200,1305,640,488500.0,489000.0
102209,1296,448,488500.0,489000.0
102212,1289,348,488500.0,489000.0
102213,1107,166,488500.0,489000.0
