time,ask qty,bid qty,bid price,ask price
115927,310,824,893000.0,894000.0
115928,310,824,893000.0,894000.0
115931,104,826,893000.0,894000.0
115941,1827,756,894000.0,895000.0
115959,1845,1074,894000.0,895000.0
120026,1973,958,894000.0,895000.0
120054,1977,972,894000.0,895000.0
120055,1977,972,894000.0,895000.0
120059,1965,646,894000.0,895000.0
120102,1962,567,894000.0,895000.0
120106,1962,350,894000.0,895000.0
120108,1962,300,894000.0,895000.0
120119,989,51,893000.0,894000.0
120133,1268,1125,892000.0,893000.0
120137,1269,1056,892000.0,893000.0
120142,1269,780,892000.0,893000.0
120153,1284,691,892000.0,893000.0
120154,1284,691,892000.0,893000.0
120157,275,340,891000.0,892000.0
120205,106,1347,890000.0,891000.0
120226,1552,1384,890000.0,891000.0
120245,1612,1423,890000.0,891000.0
120319,2222,1501,890000.0,891000.0
120329,4670,2884,890000.0,891000.0
120337,939,1296,890000.0,891000.0
120349,863,1297,890000.0,891000.0
120352,996,1320,890000.0,891000.0
120402,803,1311,890000.0,891000.0
120444,850,1383,890000.0,891000.0
120447,855,1275,890000.0,891000.0
120516,838,1065,890000.0,891000.0
120539,829,1409,890000.0,891000.0
120626,814,1512,890000.0,891000.0
120712,809,1555,890000.0,891000.0
120735,786,1568,890000.0,891000.0
120741,821,1464,890000.0,891000.0
120749,389,1478,890000.0,891000.0
120824,336,1558,890000.0,891000.0
120835,329,1498,890000.0,891000.0
120906,692,2906,890000.0,891000.0
120937,122,1315,890000.0,891000.0
121025,429,1450,890000.0,891000.0
121059,517,1350,890000.0,891000.0
121127,578,1032,890000.0,891000.0
121149,608,983,890000.0,891000.0
121202,645,948,890000.0,891000.0
121225,661,917,890000.0,891000.0
121241,689,845,890000.0,891000.0
121312,616,663,890000.0,891000.0
121315,616,529,890000.0,891000.0
121333,609,216,890000.0,891000.0
121408,637,209,890000.0,891000.0
121416,633,55,890000.0,891000.0
121432,214,1036,889000.0,890000.0
121508,260,1119,889000.0,890000.0
121536,214,1114,889000.0,890000.0
121545,214,1114,889000.0,890000.0
121601,216,958,889000.0,890000.0
121618,231,779,889000.0,890000.0
121723,389,740,889000.0,890000.0
121732,451,593,889000.0,890000.0
121755,561,602,889000.0,890000.0
121817,850,534,889000.0,890000.0
121819,850,471,889000.0,890000.0
121848,382,664,889000.0,890000.0
121914,463,617,889000.0,890000.0
121945,94,755,889000.0,890000.0
122006,78,871,889000.0,890000.0
122014,405,419,890000.0,891000.0
122035,409,47,891000.0,892000.0
122046,310,359,891000.0,892000.0
122112,253,560,891000.0,892000.0
122153,549,266,892000.0,893000.0
122217,519,348,892000.0,893000.0
122246,634,277,892000.0,893000.0
122313,630,235,892000.0,893000.0
122335,218,245,891000.0,892000.0
122358,251,207,891000.0,892000.0
122420,318,500,891000.0,892000.0
122427,318,474,891000.0,892000.0
122449,342,501,891000.0,892000.0
